path,classification,reason,recommended_action
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete00500__seed0000/sampler.log,needed-paper,evidence log for cited s8 run,include
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete00500__seed0000/samples.csv,needed-paper,sample data for cited s8 run,include
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete01250__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_baseline.csv,needed-verification,s8 diagnostic data,archive-locally
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete01250__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete01250__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete01250__seed0000/sampler.log,needed-paper,evidence log for cited s8 run,include
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete01250__seed0000/samples.csv,needed-paper,sample data for cited s8 run,include
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete02500__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_baseline.csv,needed-verification,s8 diagnostic data,archive-locally
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete02500__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete02500__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete02500__seed0000/sampler.log,needed-paper,evidence log for cited s8 run,include
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete02500__seed0000/samples.csv,needed-paper,sample data for cited s8 run,include
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete03750__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_baseline.csv,needed-verification,s8 diagnostic data,archive-locally
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete03750__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete03750__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete03750__seed0000/sampler.log,needed-paper,evidence log for cited s8 run,include
Results/test_suite/s08__gw170817__imrphenomd_nrtidalv2__baseline__ndelete03750__seed0000/samples.csv,needed-paper,sample data for cited s8 run,include
Results/test_suite/s09__gw170817__imrphenomd_nrtidalv2__baseline__nbins00251__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_baseline.csv,needed-verification,s9 diagnostic data,archive-locally
Results/test_suite/s09__gw170817__imrphenomd_nrtidalv2__baseline__nbins00251__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s09__gw170817__imrphenomd_nrtidalv2__baseline__nbins00251__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s09__gw170817__imrphenomd_nrtidalv2__baseline__nbins00251__seed0000/sampler.log,needed-paper,evidence log for cited s9 run,include
Results/test_suite/s09__gw170817__imrphenomd_nrtidalv2__baseline__nbins00251__seed0000/samples.csv,needed-paper,sample data for cited s9 run,include
Results/test_suite/s09__gw170817__imrphenomd_nrtidalv2__baseline__nbins00501__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_baseline.csv,needed-verification,s9 diagnostic data,archive-locally
Results/test_suite/s09__gw170817__imrphenomd_nrtidalv2__baseline__nbins00501__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s09__gw170817__imrphenomd_nrtidalv2__baseline__nbins00501__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s09__gw170817__imrphenomd_nrtidalv2__baseline__nbins00501__seed0000/sampler.log,needed-paper,evidence log for cited s9 run,include
Results/test_suite/s09__gw170817__imrphenomd_nrtidalv2__baseline__nbins00501__seed0000/samples.csv,needed-paper,sample data for cited s9 run,include
Results/test_suite/s09__gw170817__imrphenomd_nrtidalv2__baseline__nbins01001__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_baseline.csv,needed-verification,s9 diagnostic data,archive-locally
Results/test_suite/s09__gw170817__imrphenomd_nrtidalv2__baseline__nbins01001__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s09__gw170817__imrphenomd_nrtidalv2__baseline__nbins01001__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s09__gw170817__imrphenomd_nrtidalv2__baseline__nbins01001__seed0000/sampler.log,needed-paper,evidence log for cited s9 run,include
Results/test_suite/s09__gw170817__imrphenomd_nrtidalv2__baseline__nbins01001__seed0000/samples.csv,needed-paper,sample data for cited s9 run,include
Results/test_suite/s10__gw170817__imrphenomd_nrtidalv2__flatz__dL10-30__refGWTC1__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_flatZ.csv,needed-verification,s10 diagnostic data,archive-locally
Results/test_suite/s10__gw170817__imrphenomd_nrtidalv2__flatz__dL10-30__refGWTC1__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s10__gw170817__imrphenomd_nrtidalv2__flatz__dL10-30__refGWTC1__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s10__gw170817__imrphenomd_nrtidalv2__flatz__dL10-30__refGWTC1__seed0000/sampler.log,needed-paper,evidence log for cited s10 run,include
Results/test_suite/s10__gw170817__imrphenomd_nrtidalv2__flatz__dL10-30__refGWTC1__seed0000/samples.csv,needed-paper,sample data for cited s10 run,include
Results/test_suite/s10__gw170817__imrphenomd_nrtidalv2__flatz__dL10-75__refModeB__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_flatZ.csv,needed-verification,s10 diagnostic data,archive-locally
Results/test_suite/s10__gw170817__imrphenomd_nrtidalv2__flatz__dL10-75__refModeB__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s10__gw170817__imrphenomd_nrtidalv2__flatz__dL10-75__refModeB__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s10__gw170817__imrphenomd_nrtidalv2__flatz__dL10-75__refModeB__seed0000/sampler.log,needed-paper,evidence log for cited s10 run,include
Results/test_suite/s10__gw170817__imrphenomd_nrtidalv2__flatz__dL10-75__refModeB__seed0000/samples.csv,needed-paper,sample data for cited s10 run,include
Results/test_suite/s10__gw170817__imrphenomd_nrtidalv2__flatz__dL30-75__refGWTC1__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_flatZ.csv,needed-verification,s10 diagnostic data,archive-locally
Results/test_suite/s10__gw170817__imrphenomd_nrtidalv2__flatz__dL30-75__refGWTC1__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s10__gw170817__imrphenomd_nrtidalv2__flatz__dL30-75__refGWTC1__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s10__gw170817__imrphenomd_nrtidalv2__flatz__dL30-75__refGWTC1__seed0000/sampler.log,needed-paper,evidence log for cited s10 run,include
Results/test_suite/s10__gw170817__imrphenomd_nrtidalv2__flatz__dL30-75__refGWTC1__seed0000/samples.csv,needed-paper,sample data for cited s10 run,include
Results/test_suite/s11__gw170817__imrphenomd_nrtidalv2__baseline__nlive20000__tol1e-4__seed0000/config.json,dead,s11 uncited,exclude
Results/test_suite/s11__gw170817__imrphenomd_nrtidalv2__baseline__nlive20000__tol1e-4__seed0000/finish.json,dead,s11 uncited,exclude
Results/test_suite/s11__gw170817__imrphenomd_nrtidalv2__baseline__nlive20000__tol1e-4__seed0000/sampler.log,dead,uncited s11 run,exclude
Results/test_suite/s12__gw170817__imrphenomd_nrtidalv2__gw_only__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_gw_only.csv,needed-verification,s12 diagnostic data,archive-locally
Results/test_suite/s12__gw170817__imrphenomd_nrtidalv2__gw_only__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s12__gw170817__imrphenomd_nrtidalv2__gw_only__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s12__gw170817__imrphenomd_nrtidalv2__gw_only__seed0000/sampler.log,needed-paper,evidence log for cited s12 run,include
Results/test_suite/s12__gw170817__imrphenomd_nrtidalv2__gw_only__seed0000/samples.csv,needed-paper,sample data for cited s12 run,include
Results/test_suite/s12__gw170817__imrphenomxas_nrtidalv3__gw_only__seed0000/PhaseMarg_Heterodyned_IMRPhenomXAS_NRTidalv3_local_psd-gwtc1_ref-gwtc1_gw_only.csv,needed-verification,s12 diagnostic data,archive-locally
Results/test_suite/s12__gw170817__imrphenomxas_nrtidalv3__gw_only__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s12__gw170817__imrphenomxas_nrtidalv3__gw_only__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s12__gw170817__imrphenomxas_nrtidalv3__gw_only__seed0000/sampler.log,needed-paper,evidence log for cited s12 run,include
Results/test_suite/s12__gw170817__imrphenomxas_nrtidalv3__gw_only__seed0000/samples.csv,needed-paper,sample data for cited s12 run,include
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive00500__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_baseline.csv,needed-verification,s13 diagnostic data,archive-locally
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive00500__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive00500__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive00500__seed0000/sampler.log,needed-paper,evidence log for cited s13 run,include
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive00500__seed0000/samples.csv,needed-paper,sample data for cited s13 run,include
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive01000__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_baseline.csv,needed-verification,s13 diagnostic data,archive-locally
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive01000__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive01000__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive01000__seed0000/sampler.log,needed-paper,evidence log for cited s13 run,include
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive01000__seed0000/samples.csv,needed-paper,sample data for cited s13 run,include
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive02500__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_baseline.csv,needed-verification,s13 diagnostic data,archive-locally
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive02500__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive02500__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive02500__seed0000/sampler.log,needed-paper,evidence log for cited s13 run,include
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive02500__seed0000/samples.csv,needed-paper,sample data for cited s13 run,include
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive10000__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive10000__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive10000__seed0000/sampler.log,needed-paper,evidence log for cited s13 run,include
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive20000__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive20000__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s13__gw170817__imrphenomd_nrtidalv2__baseline__nlive20000__seed0000/sampler.log,needed-paper,evidence log for cited s13 run,include
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__baseline__seed0000/PhaseMarg_Heterodyned_IMRPhenomXAS_NRTidalv3_local_psd-gwtc1_ref-gwtc1_baseline.csv,needed-verification,s14 diagnostic data,archive-locally
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__baseline__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__baseline__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__baseline__seed0000/sampler.log,needed-paper,evidence log for cited s14 run,include
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__baseline__seed0000/samples.csv,needed-paper,sample data for cited s14 run,include
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__flatz__seed0000/PhaseMarg_Heterodyned_IMRPhenomXAS_NRTidalv3_local_psd-gwtc1_ref-gwtc1_flatZ.csv,needed-verification,s14 diagnostic data,archive-locally
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__flatz__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__flatz__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__flatz__seed0000/sampler.log,needed-paper,evidence log for cited s14 run,include
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__flatz__seed0000/samples.csv,needed-paper,sample data for cited s14 run,include
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__reweighted_flatz__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__reweighted_flatz__seed0000/samples.csv,needed-paper,sample data for cited s14 run,include
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__vp250__seed0000/PhaseMarg_Heterodyned_IMRPhenomXAS_NRTidalv3_local_psd-gwtc1_ref-gwtc1_vp250.csv,needed-verification,s14 diagnostic data,archive-locally
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__vp250__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__vp250__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__vp250__seed0000/sampler.log,needed-paper,evidence log for cited s14 run,include
Results/test_suite/s14__gw170817__imrphenomxas_nrtidalv3__vp250__seed0000/samples.csv,needed-paper,sample data for cited s14 run,include
Results/test_suite/s15__gw170817__imrphenomd_nrtidalv2__baseline_lvkbounds_narrow__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_baseline.csv,dead,s15 uncited,exclude
Results/test_suite/s15__gw170817__imrphenomd_nrtidalv2__baseline_lvkbounds_narrow__seed0000/config.json,dead,s15 uncited,exclude
Results/test_suite/s15__gw170817__imrphenomd_nrtidalv2__baseline_lvkbounds_narrow__seed0000/sampler.log,dead,uncited s15 run,exclude
Results/test_suite/s15__gw170817__imrphenomd_nrtidalv2__baseline_lvkbounds_narrow__seed0000/samples.csv,dead,sample data for uncited s15 run,exclude
Results/test_suite/s15__gw170817__imrphenomxas_nrtidalv3__baseline_lvkbounds_narrow__seed0000/PhaseMarg_Heterodyned_IMRPhenomXAS_NRTidalv3_local_psd-gwtc1_ref-gwtc1_baseline.csv,dead,s15 uncited,exclude
Results/test_suite/s15__gw170817__imrphenomxas_nrtidalv3__baseline_lvkbounds_narrow__seed0000/config.json,dead,s15 uncited,exclude
Results/test_suite/s15__gw170817__imrphenomxas_nrtidalv3__baseline_lvkbounds_narrow__seed0000/sampler.log,dead,uncited s15 run,exclude
Results/test_suite/s15__gw170817__imrphenomxas_nrtidalv3__baseline_lvkbounds_narrow__seed0000/samples.csv,dead,sample data for uncited s15 run,exclude
Results/test_suite/s16__gw170817__imrphenomd_nrtidalv2__qtest_spinball__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_baseline.csv,dead,s16 uncited,exclude
Results/test_suite/s16__gw170817__imrphenomd_nrtidalv2__qtest_spinball__seed0000/sampler.log,dead,uncited s16 run,exclude
Results/test_suite/s16__gw170817__imrphenomxas_nrtidalv3__qtest_gwonly__seed0000/PhaseMarg_Heterodyned_IMRPhenomXAS_NRTidalv3_local_psd-gwtc1_ref-gwtc1_gw_only.csv,dead,s16 uncited,exclude
Results/test_suite/s16__gw170817__imrphenomxas_nrtidalv3__qtest_gwonly__seed0000/sampler.log,dead,uncited s16 run,exclude
Results/test_suite/s16__gw170817__imrphenomxas_nrtidalv3__qtest_nbins2001__seed0000/PhaseMarg_Heterodyned_IMRPhenomXAS_NRTidalv3_local_psd-gwtc1_ref-gwtc1_baseline.csv,dead,s16 uncited,exclude
Results/test_suite/s16__gw170817__imrphenomxas_nrtidalv3__qtest_nbins2001__seed0000/sampler.log,dead,uncited s16 run,exclude
Results/test_suite/s16__gw170817__imrphenomxas_nrtidalv3__qtest_nophasemarg__seed0000/NoMarg_Heterodyned_IMRPhenomXAS_NRTidalv3_local_psd-gwtc1_ref-gwtc1_baseline.csv,dead,s16 uncited,exclude
Results/test_suite/s16__gw170817__imrphenomxas_nrtidalv3__qtest_nophasemarg__seed0000/sampler.log,dead,uncited s16 run,exclude
Results/test_suite/s16__gw170817__imrphenomxas_nrtidalv3__qtest_spinball__seed0000/PhaseMarg_Heterodyned_IMRPhenomXAS_NRTidalv3_local_psd-gwtc1_ref-gwtc1_baseline.csv,dead,s16 uncited,exclude
Results/test_suite/s16__gw170817__imrphenomxas_nrtidalv3__qtest_spinball__seed0000/sampler.log,dead,uncited s16 run,exclude
Results/test_suite/s17a__gw150914__imrphenomxphm__nlive8000_mcmc160__seed0000/GW15_PhaseMarg_Heterodyned_IMRPhenomXPHM_local_psd-gwtc2p1_ref-gwtc1.csv,dead,misc file,exclude
Results/test_suite/s17a__gw150914__imrphenomxphm__nlive8000_mcmc160__seed0000/config.json,dead,misc file,exclude
Results/test_suite/s17a__gw150914__imrphenomxphm__nlive8000_mcmc160__seed0000/finish.json,dead,misc file,exclude
Results/test_suite/s17a__gw150914__imrphenomxphm__nlive8000_mcmc160__seed0000/sampler.log,dead,cache/artifact,exclude
Results/test_suite/s17a__gw150914__imrphenomxphm__nlive8000_mcmc160__seed0000/samples.csv,dead,misc file,exclude
Results/test_suite/s18__gw170817__imrphenomd_nrtidalv2__flatz__dL10-30__refGWTC1__seed0001/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_flatZ.csv,needed-verification,s18 diagnostic data,archive-locally
Results/test_suite/s18__gw170817__imrphenomd_nrtidalv2__flatz__dL10-30__refGWTC1__seed0001/config.json,dead,cache/artifact,exclude
Results/test_suite/s18__gw170817__imrphenomd_nrtidalv2__flatz__dL10-30__refGWTC1__seed0001/finish.json,dead,cache/artifact,exclude
Results/test_suite/s18__gw170817__imrphenomd_nrtidalv2__flatz__dL10-30__refGWTC1__seed0001/sampler.log,needed-paper,evidence log for cited s18 run,include
Results/test_suite/s18__gw170817__imrphenomd_nrtidalv2__flatz__dL10-30__refGWTC1__seed0001/samples.csv,needed-paper,sample data for cited s18 run,include
Results/test_suite/s18__gw170817__imrphenomd_nrtidalv2__flatz__dL10-75__refModeB__seed0001/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_flatZ.csv,needed-verification,s18 diagnostic data,archive-locally
Results/test_suite/s18__gw170817__imrphenomd_nrtidalv2__flatz__dL10-75__refModeB__seed0001/config.json,dead,cache/artifact,exclude
Results/test_suite/s18__gw170817__imrphenomd_nrtidalv2__flatz__dL10-75__refModeB__seed0001/finish.json,dead,cache/artifact,exclude
Results/test_suite/s18__gw170817__imrphenomd_nrtidalv2__flatz__dL10-75__refModeB__seed0001/sampler.log,needed-paper,evidence log for cited s18 run,include
Results/test_suite/s18__gw170817__imrphenomd_nrtidalv2__flatz__dL10-75__refModeB__seed0001/samples.csv,needed-paper,sample data for cited s18 run,include
Results/test_suite/s18__gw170817__imrphenomd_nrtidalv2__flatz__dL30-75__refGWTC1__seed0001/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_flatZ.csv,needed-verification,s18 diagnostic data,archive-locally
Results/test_suite/s18__gw170817__imrphenomd_nrtidalv2__flatz__dL30-75__refGWTC1__seed0001/config.json,dead,cache/artifact,exclude
Results/test_suite/s18__gw170817__imrphenomd_nrtidalv2__flatz__dL30-75__refGWTC1__seed0001/finish.json,dead,cache/artifact,exclude
Results/test_suite/s18__gw170817__imrphenomd_nrtidalv2__flatz__dL30-75__refGWTC1__seed0001/sampler.log,needed-paper,evidence log for cited s18 run,include
Results/test_suite/s18__gw170817__imrphenomd_nrtidalv2__flatz__dL30-75__refGWTC1__seed0001/samples.csv,needed-paper,sample data for cited s18 run,include
Results/test_suite/s18__gw170817__imrphenomxas_nrtidalv3__baseline__vpmean215__seed0000/PhaseMarg_Heterodyned_IMRPhenomXAS_NRTidalv3_local_psd-gwtc1_ref-gwtc1_baseline.csv,needed-verification,s18 diagnostic data,archive-locally
Results/test_suite/s18__gw170817__imrphenomxas_nrtidalv3__baseline__vpmean215__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s18__gw170817__imrphenomxas_nrtidalv3__baseline__vpmean215__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s18__gw170817__imrphenomxas_nrtidalv3__baseline__vpmean215__seed0000/sampler.log,needed-paper,evidence log for cited s18 run,include
Results/test_suite/s18__gw170817__imrphenomxas_nrtidalv3__baseline__vpmean215__seed0000/samples.csv,needed-paper,sample data for cited s18 run,include
Results/test_suite/s18__gw170817__imrphenomxas_nrtidalv3__baseline__vpmean310__seed0000/PhaseMarg_Heterodyned_IMRPhenomXAS_NRTidalv3_local_psd-gwtc1_ref-gwtc1_baseline.csv,needed-verification,s18 diagnostic data,archive-locally
Results/test_suite/s18__gw170817__imrphenomxas_nrtidalv3__baseline__vpmean310__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s18__gw170817__imrphenomxas_nrtidalv3__baseline__vpmean310__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s18__gw170817__imrphenomxas_nrtidalv3__baseline__vpmean310__seed0000/sampler.log,needed-paper,evidence log for cited s18 run,include
Results/test_suite/s18__gw170817__imrphenomxas_nrtidalv3__baseline__vpmean310__seed0000/samples.csv,needed-paper,sample data for cited s18 run,include
Results/test_suite/s18__gw170817__imrphenomxas_nrtidalv3__baseline__vpmean405__seed0000/PhaseMarg_Heterodyned_IMRPhenomXAS_NRTidalv3_local_psd-gwtc1_ref-gwtc1_baseline.csv,needed-verification,s18 diagnostic data,archive-locally
Results/test_suite/s18__gw170817__imrphenomxas_nrtidalv3__baseline__vpmean405__seed0000/config.json,dead,cache/artifact,exclude
Results/test_suite/s18__gw170817__imrphenomxas_nrtidalv3__baseline__vpmean405__seed0000/finish.json,dead,cache/artifact,exclude
Results/test_suite/s18__gw170817__imrphenomxas_nrtidalv3__baseline__vpmean405__seed0000/sampler.log,needed-paper,evidence log for cited s18 run,include
Results/test_suite/s18__gw170817__imrphenomxas_nrtidalv3__baseline__vpmean405__seed0000/samples.csv,needed-paper,sample data for cited s18 run,include
Results/test_suite/s19__gw170817__imrphenomd_nrtidalv2__baseline_lvkbounds_fixedsky__seed0000/PhaseMarg_Heterodyned_IMRPhenomD_NRTidalv2_local_psd-gwtc1_ref-gwtc1_baseline.csv,dead,s19 uncited,exclude
Results/test_suite/s19__gw170817__imrphenomd_nrtidalv2__baseline_lvkbounds_fixedsky__seed0000/samples 2.csv,dead,s19 uncited,exclude
Results/test_suite/s19__gw170817__imrphenomd_nrtidalv2__baseline_lvkbounds_fixedsky__seed0000/samples.csv,dead,sample data for uncited s19 run,exclude
Results/test_suite/s19__gw170817__imrphenomxas_nrtidalv3__baseline_lvkbounds_fixedsky__seed0000/PhaseMarg_Heterodyned_IMRPhenomXAS_NRTidalv3_local_psd-gwtc1_ref-gwtc1_baseline.csv,dead,s19 uncited,exclude
Results/test_suite/s19__gw170817__imrphenomxas_nrtidalv3__baseline_lvkbounds_fixedsky__seed0000/samples.csv,dead,sample data for uncited s19 run,exclude
Results/test_suite/sH__gw170817__prior_only_q__seed0000/config.json,dead,misc file,exclude
Results/test_suite/sH__gw170817__prior_only_q__seed0000/finish.json,dead,misc file,exclude
Results/test_suite/sH__gw170817__prior_only_q__seed0000/prior_comparison.csv,dead,misc file,exclude
Results/test_suite/sH__gw170817__prior_only_q__seed0000/prior_samples.csv,dead,misc file,exclude
Results/test_suite/sH__gw170817__prior_only_q__seed0000/sampler.log,dead,cache/artifact,exclude
Results/test_suite/scaling_20k_anomaly.csv,dead,nlive=20k diagnostic (not in paper),exclude
Results/test_suite/seed_ensemble_bayes_factor.csv,needed-verification,Bayes factor from seed ensemble,archive-locally
Results/test_suite/seed_ensemble_summary.csv,needed-verification,seed ensemble statistics,archive-locally
Results/test_suite/selection_term_Ns.csv,dead,exploratory selection term analysis,exclude
Results/test_suite/unhet_scaling_summary.csv,needed-verification,unheterodyned scaling study,archive-locally
mnras_paper/figures/bimodality_imr_vs_imrx.pdf,needed-paper,cited paper figure,include
mnras_paper/figures/bimodality_imr_vs_imrx.png,needed-paper,cited paper figure,include
mnras_paper/figures/output/fig01_gw170817_corner.pdf,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig01_gw170817_corner.png,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig02_h0_waveform_comparison.pdf,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig02_h0_waveform_comparison.png,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig03_nlive_convergence.pdf,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig03_nlive_convergence.png,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig04_robustness.pdf,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig04_robustness.png,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig05_bimodality.pdf,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig05_bimodality.png,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig06_gw_only_vs_siren.pdf,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig06_gw_only_vs_siren.png,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig07_gw150914_corner.pdf,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig07_gw150914_corner.png,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig08_psd_refparams.pdf,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig08_psd_refparams.png,dead,auto-numbered exploratory figure,exclude
